"SEMEL_YISHUV","year","loc","locality","lat","long","distance","semel_map","treated","temporal_distance","number_of_red_alerts","temporal_group","turnover_percentage","post","year_election","X","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","Shape_Area","density","age_65_up_percentage","ntl"
102,2015,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.532608695652174,TRUE,2015,856,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",320,210,100,50,200,10,50,0,0.451156882792089,709.287638525219,0,59
102,2019,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.533898305084746,TRUE,2019.4,863,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",297,183,114,52,164,24,0,0,0.451156882792089,658.307589506219,0,NA
102,2019,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.509433962264151,TRUE,2019,863,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",297,183,114,52,164,24,0,0,0.451156882792089,658.307589506219,0,NA
102,2020,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.482142857142857,TRUE,2020,861,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",335,187,137,95,154,26,0,0,0.451156882792089,742.535496581088,0,NA
102,2021,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.504347826086956,TRUE,2021,862,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",351,196,155,66,196,31,0,0,0.451156882792089,777.999878507349,0,NA
102,2022,"מאירשפיה","מאיר שפיה",32.5912213,34.9710703,118.860460559493,102,1,232,3,"temporal_distance > 200",0.4296875,TRUE,2022,865,"מאיר שפיה","ME'IR SHEFEYA",1,"יהודי",365,204,161,82,197,24,0,0,0.451156882792089,809.031212692828,0,NA
103,2009,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.821428571428571,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2013,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.766619519094767,FALSE,2013,869,"תל עדשים","TEL ADASHIM",1,"יהודי",1390,680,710,480,100,150,560,100,3.16754572560216,438.82555151931,0.0719424460431655,61.4
103,2015,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.817333333333333,TRUE,2015,867,"תל עדשים","TEL ADASHIM",1,"יהודי",1420,680,740,480,110,150,580,100,3.16754572560216,448.296606588072,0.0704225352112676,56.4
103,2019,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.777777777777778,TRUE,2019.4,872,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA
103,2019,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.804295942720764,TRUE,2019,872,"תל עדשים","TEL ADASHIM",1,"יהודי",1504,728,775,472,136,176,618,104,3.16754572560216,474.815560780606,0.0691489361702128,NA
103,2020,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.764705882352941,TRUE,2020,875,"תל עדשים","TEL ADASHIM",1,"יהודי",1502,729,765,463,140,179,616,104,3.16754572560216,474.184157109355,0.0692410119840213,NA
103,2021,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.792584009269988,TRUE,2021,877,"תל עדשים","TEL ADASHIM",1,"יהודי",1528,755,773,453,156,180,633,105,3.16754572560216,482.392404835616,0.068717277486911,NA
103,2022,"תלעדשים","תל עדשים",32.6565105,35.3039544,139.22338855956,103,1,6,1,"temporal_distance == 6",0.743875278396437,TRUE,2022,878,"תל עדשים","TEL ADASHIM",1,"יהודי",1523,750,773,418,176,184,636,110,3.16754572560216,480.813895657489,0.072225869993434,NA
104,2009,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.702255639097744,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2013,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.732115677321157,FALSE,2013,882,"מזרע","MIZRA",1,"יהודי",590,300,300,120,30,80,240,130,0.680654772439668,866.812404598685,0.220338983050847,57
104,2015,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.72824427480916,TRUE,2015,881,"מזרע","MIZRA",1,"יהודי",610,300,310,140,30,70,250,130,0.680654772439668,896.195875941014,0.213114754098361,53
104,2019,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.735294117647059,TRUE,2019,891,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA
104,2019,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.714494875549048,TRUE,2019.4,891,"מזרע","MIZRA",1,"יהודי",757,365,392,174,46,63,262,211,0.680654772439668,1112.16439030713,0.278731836195509,NA
104,2020,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.724890829694323,TRUE,2020,887,"מזרע","MIZRA",1,"יהודי",802,387,415,195,40,66,271,230,0.680654772439668,1178.27720082737,0.286783042394015,NA
104,2021,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.719148936170213,TRUE,2021,886,"מזרע","MIZRA",1,"יהודי",792,388,404,205,41,61,269,216,0.680654772439668,1163.5854651562,0.272727272727273,NA
104,2022,"מזרע","מזרע",32.65049,35.285987,138.563843113626,104,1,6,1,"temporal_distance == 6",0.697574893009986,TRUE,2022,890,"מזרע","MIZRA",1,"יהודי",864,416,448,208,99,71,269,216,0.680654772439668,1269.36596198858,0.25,NA
106,2009,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.678082191780822,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2013,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.730769230769231,FALSE,2013,896,"כפר גדעון","KEFAR GID'ON",1,"יהודי",300,150,140,120,10,40,110,20,0.504970936345335,594.093597091375,0.0666666666666667,62
106,2015,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.778443113772455,TRUE,2015,899,"כפר גדעון","KEFAR GID'ON",1,"יהודי",330,170,160,140,20,40,120,20,0.504970936345335,653.502956800512,0.0606060606060606,58
106,2019,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.802197802197802,TRUE,2019,897,"כפר גדעון","KEFAR GID'ON",1,"יהודי",346,180,166,135,31,41,106,0,0.504970936345335,685.187948645386,0,NA
106,2019,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.769230769230769,TRUE,2019.4,897,"כפר גדעון","KEFAR GID'ON",1,"יהודי",346,180,166,135,31,41,106,0,0.504970936345335,685.187948645386,0,NA
106,2020,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.728260869565217,TRUE,2020,903,"כפר גדעון","KEFAR GID'ON",1,"יהודי",334,177,154,122,32,37,0,0,0.504970936345335,661.424204761731,0,NA
106,2021,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.71957671957672,TRUE,2021,895,"כפר גדעון","KEFAR GID'ON",1,"יהודי",351,182,169,127,34,42,117,0,0.504970936345335,695.089508596909,0,NA
106,2022,"כפרגדעון","כפר גדעון",32.6438401,35.2910261,138.279647843538,106,1,6,1,"temporal_distance == 6",0.710900473933649,TRUE,2022,900,"כפר גדעון","KEFAR GID'ON",1,"יהודי",363,190,173,130,34,45,119,0,0.504970936345335,718.853252480564,0,NA
112,2009,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.75,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,2013,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.790419161676647,FALSE,2013,926,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",770,380,400,170,40,110,360,80,3.42743946092989,224.657505632818,0.103896103896104,62.8333333333333
112,2015,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.784431137724551,TRUE,2015,922,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",800,390,410,190,40,100,390,90,3.42743946092989,233.410395462668,0.1125,60.1666666666667
112,2019,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.761627906976744,TRUE,2019.4,924,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",842,427,415,182,46,102,399,114,3.42743946092989,245.664441224458,0.135391923990499,NA
112,2019,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.762645914396887,TRUE,2019,924,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",842,427,415,182,46,102,399,114,3.42743946092989,245.664441224458,0.135391923990499,NA
112,2020,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.749518304431599,TRUE,2020,923,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",838,422,414,179,49,95,395,120,3.42743946092989,244.497389247145,0.143198090692124,NA
112,2021,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.743833017077799,TRUE,2021,917,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",814,419,395,173,45,94,388,114,3.42743946092989,237.495077383265,0.14004914004914,NA
112,2022,"כפרחסידיםא","כפר חסידים א'",32.751098,35.094092,138.689989059796,112,0,NA,NA,"no_red_alert",0.704460966542751,TRUE,2022,918,"כפר חסידים א'","KEFAR HASIDIM ALEF",1,"יהודי",840,442,398,186,46,102,388,118,3.42743946092989,245.080915235802,0.14047619047619,NA
113,2009,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.785714285714286,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2013,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.824468085106383,FALSE,2013,930,"אדירים","ADDIRIM",1,"יהודי",240,130,120,70,20,20,100,30,0.603058134711404,397.971582150787,0.125,26.25
113,2015,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.779904306220096,TRUE,2015,932,"אדירים","ADDIRIM",1,"יהודי",270,150,120,70,30,30,110,30,0.603058134711404,447.718029919635,0.111111111111111,27.5
113,2019,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.830434782608696,TRUE,2019.4,938,"אדירים","ADDIRIM",1,"יהודי",272,145,127,70,21,36,109,34,0.603058134711404,451.034459770892,0.125,NA
113,2019,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.760869565217391,TRUE,2019,938,"אדירים","ADDIRIM",1,"יהודי",272,145,127,70,21,36,109,34,0.603058134711404,451.034459770892,0.125,NA
113,2020,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.785407725321888,TRUE,2020,942,"אדירים","ADDIRIM",1,"יהודי",280,148,127,76,21,40,109,34,0.603058134711404,464.300179175918,0.121428571428571,NA
113,2021,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.769230769230769,TRUE,2021,936,"אדירים","ADDIRIM",1,"יהודי",278,146,132,72,19,39,110,38,0.603058134711404,460.983749324661,0.136690647482014,NA
113,2022,"אדירים","אדירים",32.5491954,35.272318,128.459556913307,113,1,6,1,"temporal_distance == 6",0.753191489361702,TRUE,2022,934,"אדירים","ADDIRIM",1,"יהודי",280,150,130,69,21,41,110,40,0.603058134711404,464.300179175918,0.142857142857143,NA
115,2009,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.744219653179191,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2013,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.766906474820144,FALSE,2013,943,"חופית","HOFIT",1,"יהודי",770,390,380,170,60,70,330,150,0.520483415812145,1479.39391843738,0.194805194805195,62.75
115,2015,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.785206258890469,TRUE,2015,945,"חופית","HOFIT",1,"יהודי",740,360,380,150,70,60,300,150,0.520483415812145,1421.75519434242,0.202702702702703,57.5
115,2019,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.706919945725916,TRUE,2019.4,954,"חופית","HOFIT",1,"יהודי",774,377,397,155,68,90,302,159,0.520483415812145,1487.07908165004,0.205426356589147,NA
115,2019,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.718019257221458,TRUE,2019,954,"חופית","HOFIT",1,"יהודי",774,377,397,155,68,90,302,159,0.520483415812145,1487.07908165004,0.205426356589147,NA
115,2020,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.710204081632653,TRUE,2020,955,"חופית","HOFIT",1,"יהודי",803,398,402,165,70,95,315,158,0.520483415812145,1542.79651494184,0.196762141967621,NA
115,2021,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.753280839895013,TRUE,2021,953,"חופית","HOFIT",1,"יהודי",824,410,414,168,74,93,333,158,0.520483415812145,1583.14362180831,0.191747572815534,NA
115,2022,"חופית","חופית",32.385757,34.8755282,94.3488044835946,115,0,NA,NA,"no_red_alert",0.728426395939086,TRUE,2022,944,"חופית","HOFIT",1,"יהודי",815,404,411,168,71,92,327,160,0.520483415812145,1565.85200457982,0.196319018404908,NA
122,2009,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.728574625195793,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2013,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.760438714643063,FALSE,2013,961,"רמת ישי","RAMAT YISHAY",1,"יהודי",7350,3650,3690,1810,540,1070,3360,570,2.32809748379227,3157.08429357841,0.0775510204081633,61.25
122,2015,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.77544634640162,TRUE,2015,966,"רמת ישי","RAMAT YISHAY",1,"יהודי",7480,3720,3760,1830,550,1040,3340,730,2.32809748379227,3212.92387972333,0.0975935828877005,56
122,2019,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.756971408400988,TRUE,2019,967,"רמת ישי","RAMAT YISHAY",1,"יהודי",7785,3855,3930,1900,594,1007,3263,1022,2.32809748379227,3343.93213952489,0.131278098908157,NA
122,2019,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.741218005295675,TRUE,2019.4,967,"רמת ישי","RAMAT YISHAY",1,"יהודי",7785,3855,3930,1900,594,1007,3263,1022,2.32809748379227,3343.93213952489,0.131278098908157,NA
122,2020,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.745703262013329,TRUE,2020,964,"רמת ישי","RAMAT YISHAY",1,"יהודי",7897,3915,3985,1897,618,1009,3281,1092,2.32809748379227,3392.04009066513,0.138280359630239,NA
122,2021,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.736418166238218,TRUE,2021,962,"רמת ישי","RAMAT YISHAY",1,"יהודי",8071,3984,4087,1946,635,978,3298,1213,2.32809748379227,3466.77922904372,0.150291165902614,NA
122,2022,"רמתישי","רמת ישי",32.7061594,35.1687169,137.808906054277,122,1,6,2,"temporal_distance == 6",0.726894946808511,TRUE,2022,958,"רמת ישי","RAMAT YISHAY",1,"יהודי",8120,3998,4122,1935,637,988,3289,1271,2.32809748379227,3487.82645766758,0.156527093596059,NA
126,2009,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.671974522292994,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2013,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.717451523545706,FALSE,2013,974,"שריד","SARID",1,"יהודי",820,420,400,240,30,70,310,170,2.13816282380689,383.506808213994,0.207317073170732,53
126,2015,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.730398899587345,TRUE,2015,978,"שריד","SARID",1,"יהודי",850,440,410,260,30,70,300,190,2.13816282380689,397.537545099872,0.223529411764706,58.5
126,2019,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.727030625832224,TRUE,2019,981,"שריד","SARID",1,"יהודי",883,444,439,260,52,52,317,203,2.13816282380689,412.971355674338,0.229898074745187,NA
126,2019,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.730053191489362,TRUE,2019.4,981,"שריד","SARID",1,"יהודי",883,444,439,260,52,52,317,203,2.13816282380689,412.971355674338,0.229898074745187,NA
126,2020,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.714854111405836,TRUE,2020,979,"שריד","SARID",1,"יהודי",897,454,448,239,70,55,316,217,2.13816282380689,419.519032887748,0.241917502787068,NA
126,2021,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.698952879581152,TRUE,2021,975,"שריד","SARID",1,"יהודי",875,440,435,235,70,55,316,201,2.13816282380689,409.229825838104,0.229714285714286,NA
126,2022,"שריד","שריד",32.6642239,35.2251395,135.82266569252,126,1,6,1,"temporal_distance == 6",0.690414507772021,TRUE,2022,971,"שריד","SARID",1,"יהודי",889,441,448,232,77,56,318,205,2.13816282380689,415.777503051514,0.230596175478065,NA
130,2009,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.739076154806492,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,2013,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.762886597938144,FALSE,2013,1011,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1190,580,610,260,90,150,500,190,0.868402801523399,1370.33182978272,0.159663865546218,32.5
130,2015,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.744493392070485,TRUE,2015,1009,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1220,590,620,260,90,160,510,190,0.868402801523399,1404.87801036548,0.155737704918033,31
130,2019,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.763326226012793,TRUE,2019,1017,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1271,617,654,316,63,172,509,212,0.868402801523399,1463.60651735617,0.166797797010228,NA
130,2019,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.756046267087277,TRUE,2019.4,1017,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1271,617,654,316,63,172,509,212,0.868402801523399,1463.60651735617,0.166797797010228,NA
130,2020,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.751840168243954,TRUE,2020,1020,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1284,619,665,320,68,172,512,212,0.868402801523399,1478.57652894203,0.165109034267913,NA
130,2021,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.771097046413502,TRUE,2021,1019,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1267,606,662,311,72,154,519,212,0.868402801523399,1459.00035994513,0.167324388318863,NA
130,2022,"משמרהעמק","משמר העמק",32.6097176,35.1418074,127.968444529141,130,1,6,3,"temporal_distance == 6",0.762513312034079,TRUE,2022,1014,"משמר העמק","MISHMAR HAEMEQ",1,"יהודי",1278,611,668,325,78,146,516,214,0.868402801523399,1471.66729282548,0.167449139280125,NA
132,2009,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.705179282868526,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,2013,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.78839590443686,FALSE,2013,1026,"כפר ברוך","KEFAR BARUKH",1,"יהודי",500,250,250,180,30,40,200,60,1.0742567626333,465.438075320433,0.12,22.5
132,2015,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.783536585365854,TRUE,2015,1032,"כפר ברוך","KEFAR BARUKH",1,"יהודי",520,260,260,200,20,40,200,60,1.0742567626333,484.05559833325,0.115384615384615,34
132,2019,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.803867403314917,TRUE,2019.4,1031,"כפר ברוך","KEFAR BARUKH",1,"יהודי",602,306,295,227,46,47,211,0,1.0742567626333,560.387442685801,0,NA
132,2019,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.792817679558011,TRUE,2019,1031,"כפר ברוך","KEFAR BARUKH",1,"יהודי",602,306,295,227,46,47,211,0,1.0742567626333,560.387442685801,0,NA
132,2020,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.775675675675676,TRUE,2020,1033,"כפר ברוך","KEFAR BARUKH",1,"יהודי",614,316,294,235,51,35,223,70,1.0742567626333,571.557956493492,0.11400651465798,NA
132,2021,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.752659574468085,TRUE,2021,1027,"כפר ברוך","KEFAR BARUKH",1,"יהודי",667,346,321,248,59,40,253,68,1.0742567626333,620.894392477457,0.101949025487256,NA
132,2022,"כפרברוך","כפר ברוך",32.6460175,35.1907171,133.442890054501,132,1,6,1,"temporal_distance == 6",0.770642201834862,TRUE,2022,1021,"כפר ברוך","KEFAR BARUKH",1,"יהודי",709,369,340,260,62,43,272,71,1.0742567626333,659.991190804374,0.100141043723554,NA
133,2009,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.762295081967213,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,2013,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.810593900481541,FALSE,2013,1036,"גבת","GEVAT",1,"יהודי",790,370,420,200,30,90,330,140,1.76532702918813,447.509150960725,0.177215189873418,58.6666666666667
133,2015,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.838509316770186,TRUE,2015,1039,"גבת","GEVAT",1,"יהודי",860,410,450,240,30,70,370,160,1.76532702918813,487.161860539524,0.186046511627907,57.3333333333333
133,2019,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.822320117474302,TRUE,2019.4,1045,"גבת","GEVAT",1,"יהודי",933,444,489,279,50,57,370,178,1.76532702918813,528.513971957414,0.190782422293676,NA
133,2019,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.812041116005874,TRUE,2019,1045,"גבת","GEVAT",1,"יהודי",933,444,489,279,50,57,370,178,1.76532702918813,528.513971957414,0.190782422293676,NA
133,2020,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.812041116005874,TRUE,2020,1046,"גבת","GEVAT",1,"יהודי",932,442,494,269,58,65,362,178,1.76532702918813,527.947504677716,0.190987124463519,NA
133,2021,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.804347826086957,TRUE,2021,1034,"גבת","GEVAT",1,"יהודי",958,452,506,273,71,67,362,184,1.76532702918813,542.675653949842,0.192066805845511,NA
133,2022,"גבת","גבת",32.6747386,35.2124295,136.757465103648,133,1,6,1,"temporal_distance == 6",0.810541310541311,TRUE,2022,1037,"גבת","GEVAT",1,"יהודי",965,453,512,279,72,67,360,187,1.76532702918813,546.640924907721,0.193782383419689,NA
134,2009,"יפעת","יפעת",32.6772201,35.2244009,137.935502697811,134,1,6,1,"temporal_distance == 6",0.696374622356495,FALSE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2013,"יפעת","יפעת",32.6772201,35.2244009,137.935502697811,134,1,6,1,"temporal_distance == 6",0.752941176470588,FALSE,2013,1048,"יפעת","YIF'AT",1,"יהודי",1010,510,500,250,40,140,400,170,1.48386728582697,680.653862813022,0.168316831683168,61.5
134,2015,"יפעת","יפעת",32.6772201,35.2244009,137.935502697811,134,1,6,1,"temporal_distance == 6",0.775280898876405,TRUE,2015,1056,"יפעת","YIF'AT",1,"יהודי",1080,540,540,280,60,130,440,180,1.48386728582697,727.827892908974,0.166666666666667,61
134,2019,"יפעת","יפעת",32.6772201,35.2244009,137.935502697811,134,1,6,1,"temporal_distance == 6",0.741656365883807,TRUE,2019,1058,"יפעת","YIF'AT",1,"יהודי",1208,614,594,354,78,118,477,180,1.48386728582697,814.088976513,0.149006622516556,NA
