SEMEL_YISHUV,locality,loc,distance,treated,temporal_distance,number_of_red_alerts,temporal_group,year,party_percentage,party_source,post,year_election,X,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,Religion_yishuv_Code,Religion_yishuv_Txt,Pop_Total,Male_Total,Female_Total,age_0_14,age_15_19,age_20_29,age_30_64,age_65_up,Shape_Area,density,age_65_up_percentage,ntl
95,בית אלפא,ביתאלפא,134.9359709591093,1,6,1,temporal_distance == 6,2015,0.0184049079754601,Party_habait_hayehudi,TRUE,2015,916,בית אלפא,BET ALFA,1,יהודי,860,430,440,240,50,140,290,150,0.570794673756121,1506.67138209395,0.174418604651163,35
96,יגור,יגור,138.3099953690837,0,NA,NA,no_red_alert,2006,0.005,Party_habait_hayehudi,FALSE,2006,932,יגור,YAGUR,1,NA,1112,NA,NA,NA,NA,NA,NA,NA,1.40838525836612,789.556687983258,NA,61
96,יגור,יגור,138.3099953690837,0,NA,NA,no_red_alert,2009,0.00346420323325635,Party_habait_hayehudi,FALSE,2009,933,יגור,YAGUR,1,NA,1420,NA,NA,NA,NA,NA,NA,NA,1.40838525836612,1008.24684976279,NA,59
96,יגור,יגור,138.3099953690837,0,NA,NA,no_red_alert,2013,0.0191873589164786,Party_habait_hayehudi,FALSE,2013,936,יגור,YAGUR,1,יהודי,1500,760,740,330,70,250,610,250,1.40838525836612,1065.04948918605,0.166666666666667,62
96,יגור,יגור,138.3099953690837,0,NA,NA,no_red_alert,2015,0.0303370786516854,Party_habait_hayehudi,TRUE,2015,930,יגור,YAGUR,1,יהודי,1530,770,760,350,80,240,610,250,1.40838525836612,1086.35047896977,0.163398692810458,60.5
97,מרחביה (מושב),מרחביהמושב,135.3966890489619,0,NA,NA,no_red_alert,2006,0.0207715133531157,Party_habait_hayehudi,FALSE,2006,945,מרחביה (מושב),MERHAVYA(MOSHAV),1,NA,722,NA,NA,NA,NA,NA,NA,NA,0.668598036337642,1079.87155325025,NA,48
97,מרחביה (מושב),מרחביהמושב,135.3966890489619,0,NA,NA,no_red_alert,2009,0.0232558139534884,Party_habait_hayehudi,FALSE,2009,949,מרחביה (מושב),MERHAVYA(MOSHAV),1,NA,648,NA,NA,NA,NA,NA,NA,NA,0.668598036337642,969.19219737696,NA,51
97,מרחביה (מושב),מרחביהמושב,135.3966890489619,0,NA,NA,no_red_alert,2013,0.0574412532637076,Party_habait_hayehudi,FALSE,2013,944,מרחביה (מושב),MERHAVYA(MOSHAV),1,יהודי,660,310,340,180,60,80,260,70,0.668598036337642,987.140201032088,0.106060606060606,53
97,מרחביה (מושב),מרחביהמושב,135.3966890489619,0,NA,NA,no_red_alert,2015,0.0406091370558376,Party_habait_hayehudi,TRUE,2015,943,מרחביה (מושב),MERHAVYA(MOSHAV),1,יהודי,660,320,350,170,70,90,260,80,0.668598036337642,987.140201032088,0.121212121212121,62
99,מצפה רמון,מצפהרמון,78.60132116030569,0,NA,NA,no_red_alert,2006,0.13343253968254,Party_habait_hayehudi,FALSE,2006,968,מצפה רמון,MIZPE RAMON,1,NA,4347,NA,NA,NA,NA,NA,NA,NA,76.7966014596646,56.6040673334112,NA,18.607476635514
99,מצפה רמון,מצפהרמון,78.60132116030569,0,NA,NA,no_red_alert,2009,0.148369565217391,Party_habait_hayehudi,FALSE,2009,973,מצפה רמון,MIZPE RAMON,1,NA,4749,NA,NA,NA,NA,NA,NA,NA,76.7966014596646,61.8386739743202,NA,15.3394495412844
99,מצפה רמון,מצפהרמון,78.60132116030569,0,NA,NA,no_red_alert,2013,0.183467741935484,Party_habait_hayehudi,FALSE,2013,982,מצפה רמון,MIZPE RAMON,1,יהודי,5000,2700,2300,1420,580,890,1750,360,76.7966014596646,65.1070477724997,0.072,19.4672897196262
99,מצפה רמון,מצפהרמון,78.60132116030569,0,NA,NA,no_red_alert,2015,0.0593735390369331,Party_habait_hayehudi,TRUE,2015,975,מצפה רמון,MIZPE RAMON,1,יהודי,5000,2710,2290,1390,560,900,1760,390,76.7966014596646,65.1070477724997,0.078,20.9626168224299
102,מאיר שפיה,מאירשפיה,118.86046055949303,1,232,3,temporal_distance > 149,2006,0,Party_habait_hayehudi,FALSE,2006,989,מאיר שפיה,ME'IR SHEFEYA,1,NA,408,NA,NA,NA,NA,NA,NA,NA,0.451156882792089,904.341739119654,NA,59
102,מאיר שפיה,מאירשפיה,118.86046055949303,1,232,3,temporal_distance > 149,2009,0,Party_habait_hayehudi,FALSE,2009,983,מאיר שפיה,ME'IR SHEFEYA,1,NA,274,NA,NA,NA,NA,NA,NA,NA,0.451156882792089,607.327540487219,NA,55
102,מאיר שפיה,מאירשפיה,118.86046055949303,1,232,3,temporal_distance > 149,2013,0.134615384615385,Party_habait_hayehudi,FALSE,2013,994,מאיר שפיה,ME'IR SHEFEYA,1,יהודי,300,200,100,50,180,20,50,0,0.451156882792089,664.957161117393,0,61
102,מאיר שפיה,מאירשפיה,118.86046055949303,1,232,3,temporal_distance > 149,2015,0.0408163265306122,Party_habait_hayehudi,TRUE,2015,987,מאיר שפיה,ME'IR SHEFEYA,1,יהודי,320,210,100,50,200,10,50,0,0.451156882792089,709.287638525219,0,59
103,תל עדשים,תלעדשים,139.2233885595602,1,6,1,temporal_distance == 6,2006,0.0405797101449275,Party_habait_hayehudi,FALSE,2006,1002,תל עדשים,TEL ADASHIM,1,NA,744,NA,NA,NA,NA,NA,NA,NA,3.16754572560216,234.8821657053,NA,57.2
103,תל עדשים,תלעדשים,139.2233885595602,1,6,1,temporal_distance == 6,2009,0.0307692307692308,Party_habait_hayehudi,FALSE,2009,1004,תל עדשים,TEL ADASHIM,1,NA,1191,NA,NA,NA,NA,NA,NA,NA,3.16754572560216,376.000886229855,NA,54.75
103,תל עדשים,תלעדשים,139.2233885595602,1,6,1,temporal_distance == 6,2013,0.0779220779220779,Party_habait_hayehudi,FALSE,2013,1001,תל עדשים,TEL ADASHIM,1,יהודי,1390,680,710,480,100,150,560,100,3.16754572560216,438.82555151931,0.0719424460431655,61.4
