SEMEL_YISHUV,locality,loc,distance,treated,temporal_distance,number_of_red_alerts,temporal_group,year,party_percentage,party_source,post,year_election,X,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,Religion_yishuv_Code,Religion_yishuv_Txt,Pop_Total,Male_Total,Female_Total,age_0_14,age_15_19,age_20_29,age_30_64,age_65_up,Shape_Area,density,age_65_up_percentage,ntl
165,ניר יפה,ניריפה,128.91543426426327,1,6,1,temporal_distance == 6,2015,0.0716612377850163,Party_habait_hayehudi,TRUE,2015,1528,ניר יפה,NIR YAFE,1,יהודי,680,350,330,260,30,40,270,80,0.85122733021643,798.846531192913,0.117647058823529,32.5
167,עין החורש,עיןהחורש,97.06165630684865,0,NA,NA,no_red_alert,2006,0.00619834710743802,Party_habait_hayehudi,FALSE,2006,1555,עין החורש,EN HAHORESH,1,NA,728,NA,NA,NA,NA,NA,NA,NA,0.567130357244115,1283.65549595618,NA,47
167,עין החורש,עיןהחורש,97.06165630684865,0,NA,NA,no_red_alert,2009,0.0019723865877712,Party_habait_hayehudi,FALSE,2009,1559,עין החורש,EN HAHORESH,1,NA,720,NA,NA,NA,NA,NA,NA,NA,0.567130357244115,1269.54939160501,NA,55
167,עין החורש,עיןהחורש,97.06165630684865,0,NA,NA,no_red_alert,2013,0.00196463654223969,Party_habait_hayehudi,FALSE,2013,1557,עין החורש,EN HAHORESH,1,יהודי,740,360,390,150,40,90,290,180,0.567130357244115,1304.81465248293,0.243243243243243,46
167,עין החורש,עיןהחורש,97.06165630684865,0,NA,NA,no_red_alert,2015,0.00749063670411985,Party_habait_hayehudi,TRUE,2015,1553,עין החורש,EN HAHORESH,1,יהודי,740,350,390,150,40,80,280,190,0.567130357244115,1304.81465248293,0.256756756756757,55
168,כפר יונה,כפריונה,88.35327177757681,0,NA,NA,no_red_alert,2006,0.0591097495044152,Party_habait_hayehudi,FALSE,2006,1569,כפר יונה,KEFAR YONA,1,NA,14118,NA,NA,NA,NA,NA,NA,NA,11.3418183519759,1244.77394733979,NA,60.8333333333333
168,כפר יונה,כפריונה,88.35327177757681,0,NA,NA,no_red_alert,2009,0.0360846711180565,Party_habait_hayehudi,FALSE,2009,1571,כפר יונה,KEFAR YONA,1,NA,17572,NA,NA,NA,NA,NA,NA,NA,11.3418183519759,1549.31065325506,NA,58.7857142857143
168,כפר יונה,כפריונה,88.35327177757681,0,NA,NA,no_red_alert,2013,0.0759425299773145,Party_habait_hayehudi,FALSE,2013,1568,כפר יונה,KEFAR YONA,1,יהודי,20550,10260,10280,6320,1370,2540,9020,1310,11.3418183519759,1811.87878012699,0.0637469586374696,62.8333333333333
168,כפר יונה,כפריונה,88.35327177757681,0,NA,NA,no_red_alert,2015,0.0579032719641324,Party_habait_hayehudi,TRUE,2015,1576,כפר יונה,KEFAR YONA,1,יהודי,21610,10830,10790,6550,1510,2580,9410,1570,11.3418183519759,1905.33822085373,0.0726515502082369,61.6111111111111
170,כפר יעבץ,כפריעבץ,87.17192364509846,1,227,5,temporal_distance > 149,2006,0.338028169014085,Party_habait_hayehudi,FALSE,2006,1596,כפר יעבץ,KEFAR YA'BEZ,1,NA,494,NA,NA,NA,NA,NA,NA,NA,0.67907481591641,727.460345195321,NA,61
170,כפר יעבץ,כפריעבץ,87.17192364509846,1,227,5,temporal_distance > 149,2009,0.161490683229814,Party_habait_hayehudi,FALSE,2009,1589,כפר יעבץ,KEFAR YA'BEZ,1,NA,565,NA,NA,NA,NA,NA,NA,NA,0.67907481591641,832.014362419749,NA,59
170,כפר יעבץ,כפריעבץ,87.17192364509846,1,227,5,temporal_distance > 149,2013,0.384615384615385,Party_habait_hayehudi,FALSE,2013,1591,כפר יעבץ,KEFAR YA'BEZ,1,יהודי,630,320,320,190,60,80,250,50,0.67907481591641,927.732828892818,0.0793650793650794,63
170,כפר יעבץ,כפריעבץ,87.17192364509846,1,227,5,temporal_distance > 149,2015,0.232620320855615,Party_habait_hayehudi,TRUE,2015,1585,כפר יעבץ,KEFAR YA'BEZ,1,יהודי,670,330,330,200,50,90,260,60,0.67907481591641,986.636500568552,0.0895522388059701,61
171,פרדסיה,פרדסיה,87.6552178593734,1,227,5,temporal_distance > 149,2006,0.0351845463953087,Party_habait_hayehudi,FALSE,2006,1608,פרדסייה,PARDESIYYA,1,NA,6191,NA,NA,NA,NA,NA,NA,NA,1.47451018374057,4198.68242909964,NA,61
171,פרדסיה,פרדסיה,87.6552178593734,1,227,5,temporal_distance > 149,2009,0.0266380894060012,Party_habait_hayehudi,FALSE,2009,1600,פרדסייה,PARDESIYYA,1,NA,5475,NA,NA,NA,NA,NA,NA,NA,1.47451018374057,3713.09744779851,NA,59
171,פרדסיה,פרדסיה,87.6552178593734,1,227,5,temporal_distance > 149,2013,0.0623229461756374,Party_habait_hayehudi,FALSE,2013,1605,פרדסייה,PARDESIYYA,1,יהודי,5460,2780,2680,1040,520,1060,2490,350,1.47451018374057,3702.92457807851,0.0641025641025641,63
171,פרדסיה,פרדסיה,87.6552178593734,1,227,5,temporal_distance > 149,2015,0.0527604025020397,Party_habait_hayehudi,TRUE,2015,1604,פרדסייה,PARDESIYYA,1,יהודי,5560,2840,2730,1070,460,1050,2520,470,1.47451018374057,3770.74370954515,0.0845323741007194,62
173,גבעת חיים (מאוחד),גבעתחייםמאוחד,97.119737592471,0,NA,NA,no_red_alert,2006,0.0132231404958678,Party_habait_hayehudi,FALSE,2006,1616,גבעת חיים (מאוחד),GIV'AT HAYYIM(ME'UHAD),1,NA,936,NA,NA,NA,NA,NA,NA,NA,0.965557470185612,969.38818133743,NA,56.5
173,גבעת חיים (מאוחד),גבעתחייםמאוחד,97.119737592471,0,NA,NA,no_red_alert,2009,0.0112721417069243,Party_habait_hayehudi,FALSE,2009,1614,גבעת חיים (מאוחד),GIV'AT HAYYIM(ME'UHAD),1,NA,893,NA,NA,NA,NA,NA,NA,NA,0.965557470185612,924.854322579407,NA,59
173,גבעת חיים (מאוחד),גבעתחייםמאוחד,97.119737592471,0,NA,NA,no_red_alert,2013,0.0118518518518519,Party_habait_hayehudi,FALSE,2013,1625,גבעת חיים (מאוחד),GIV'AT HAYYIM(ME'UHAD),1,יהודי,960,470,490,210,60,120,410,170,0.965557470185612,994.24428855121,0.177083333333333,58
173,גבעת חיים (מאוחד),גבעתחייםמאוחד,97.119737592471,0,NA,NA,no_red_alert,2015,0.0234604105571848,Party_habait_hayehudi,TRUE,2015,1619,גבעת חיים (מאוחד),GIV'AT HAYYIM(ME'UHAD),1,יהודי,980,490,490,220,60,110,400,190,0.965557470185612,1014.95771122936,0.193877551020408,60
175,אביחיל,אביחיל,90.49378127899992,0,NA,NA,no_red_alert,2006,0.0232945091514143,Party_habait_hayehudi,FALSE,2006,1654,אביחיל,AVIHAYIL,1,NA,1199,NA,NA,NA,NA,NA,NA,NA,0.983256010086339,1219.41792137606,NA,61
175,אביחיל,אביחיל,90.49378127899992,0,NA,NA,no_red_alert,2009,0.0253353204172876,Party_habait_hayehudi,FALSE,2009,1653,אביחיל,AVIHAYIL,1,NA,1272,NA,NA,NA,NA,NA,NA,NA,0.983256010086339,1293.66104753157,NA,59
175,אביחיל,אביחיל,90.49378127899992,0,NA,NA,no_red_alert,2013,0.0487465181058496,Party_habait_hayehudi,FALSE,2013,1649,אביחיל,AVIHAYIL,1,יהודי,1380,680,710,380,90,140,590,170,0.983256010086339,1403.5001930767,0.123188405797101,63
175,אביחיל,אביחיל,90.49378127899992,0,NA,NA,no_red_alert,2015,0.0327868852459016,Party_habait_hayehudi,TRUE,2015,1652,אביחיל,AVIHAYIL,1,יהודי,1400,680,710,390,90,130,590,200,0.983256010086339,1423.84077558506,0.142857142857143,63
178,רמת יוחנן,רמתיוחנן,145.2355551507509,0,NA,NA,no_red_alert,2006,0.0119617224880383,Party_habait_hayehudi,FALSE,2006,1696,רמת יוחנן,RAMAT YOHANAN,1,NA,751,NA,NA,NA,NA,NA,NA,NA,0.747641052684371,1004.49272722996,NA,57
178,רמת יוחנן,רמתיוחנן,145.2355551507509,0,NA,NA,no_red_alert,2009,0.0107066381156317,Party_habait_hayehudi,FALSE,2009,1702,רמת יוחנן,RAMAT YOHANAN,1,NA,800,NA,NA,NA,NA,NA,NA,NA,0.747641052684371,1070.03219944603,NA,58.4
178,רמת יוחנן,רמתיוחנן,145.2355551507509,0,NA,NA,no_red_alert,2013,0.0417457305502846,Party_habait_hayehudi,FALSE,2013,1688,רמת יוחנן,RAMAT YOHANAN,1,יהודי,880,450,430,210,50,150,340,130,0.747641052684371,1177.03541939063,0.147727272727273,62
178,רמת יוחנן,רמתיוחנן,145.2355551507509,0,NA,NA,no_red_alert,2015,0.035650623885918,Party_habait_hayehudi,TRUE,2015,1699,רמת יוחנן,RAMAT YOHANAN,1,יהודי,930,470,460,220,60,160,350,140,0.747641052684371,1243.91243185601,0.150537634408602,62
182,אבן יהודה,אבןיהודה,80.99730979006287,1,227,5,temporal_distance > 149,2006,0.0493697478991597,Party_habait_hayehudi,FALSE,2006,1716,אבן יהודה,EVEN YEHUDA,1,NA,9711,NA,NA,NA,NA,NA,NA,NA,8.26351474350781,1175.16581036288,NA,61
182,אבן יהודה,אבןיהודה,80.99730979006287,1,227,5,temporal_distance > 149,2009,0.037037037037037,Party_habait_hayehudi,FALSE,2009,1705,אבן יהודה,EVEN YEHUDA,1,NA,10411,NA,NA,NA,NA,NA,NA,NA,8.26351474350781,1259.87552792586,NA,59
182,אבן יהודה,אבןיהודה,80.99730979006287,1,227,5,temporal_distance > 149,2013,0.0622781065088757,Party_habait_hayehudi,FALSE,2013,1714,אבן יהודה,EVEN YEHUDA,1,יהודי,12700,6220,6480,3530,890,1380,5540,1370,8.26351474350781,1536.87630435677,0.107874015748032,63
182,אבן יהודה,אבןיהודה,80.99730979006287,1,227,5,temporal_distance > 149,2015,0.0419368188715685,Party_habait_hayehudi,TRUE,2015,1707,אבן יהודה,EVEN YEHUDA,1,יהודי,13220,6470,6750,3700,990,1340,5620,1580,8.26351474350781,1599.80352311784,0.119515885022693,62.9090909090909
184,רמת הכובש,רמתהכובש,80.33136050191965,1,227,5,temporal_distance > 149,2006,0.00481927710843374,Party_habait_hayehudi,FALSE,2006,1746,רמת הכובש,RAMAT HAKOVESH,1,NA,614,NA,NA,NA,NA,NA,NA,NA,0.643809868839255,953.697713747383,NA,61
184,רמת הכובש,רמתהכובש,80.33136050191965,1,227,5,temporal_distance > 149,2009,0.00699300699300699,Party_habait_hayehudi,FALSE,2009,1744,רמת הכובש,RAMAT HAKOVESH,1,NA,918,NA,NA,NA,NA,NA,NA,NA,0.643809868839255,1425.88680980472,NA,59
184,רמת הכובש,רמתהכובש,80.33136050191965,1,227,5,temporal_distance > 149,2013,0.0154867256637168,Party_habait_hayehudi,FALSE,2013,1740,רמת הכובש,RAMAT HAKOVESH,1,יהודי,1010,490,520,280,30,100,430,160,0.643809868839255,1568.78614150628,0.158415841584158,63
184,רמת הכובש,רמתהכובש,80.33136050191965,1,227,5,temporal_distance > 149,2015,0.020703933747412,Party_habait_hayehudi,TRUE,2015,1737,רמת הכובש,RAMAT HAKOVESH,1,יהודי,1050,510,540,320,40,90,440,160,0.643809868839255,1630.91628572435,0.152380952380952,61
186,נעורים,נעורים,92.82867430717543,0,NA,NA,no_red_alert,2006,0.0192307692307692,Party_habait_hayehudi,FALSE,2006,1758,נעורים,NE'URIM,1,NA,564,NA,NA,NA,NA,NA,NA,NA,0.336410551576955,1676.522919261,NA,61
186,נעורים,נעורים,92.82867430717543,0,NA,NA,no_red_alert,2009,0,Party_habait_hayehudi,FALSE,2009,1757,נעורים,NE'URIM,1,NA,333,NA,NA,NA,NA,NA,NA,NA,0.336410551576955,989.861936372188,NA,59
186,נעורים,נעורים,92.82867430717543,0,NA,NA,no_red_alert,2013,0.027027027027027,Party_habait_hayehudi,FALSE,2013,1752,נעורים,NE'URIM,1,יהודי,300,200,100,20,190,40,50,10,0.336410551576955,891.767510245214,0.0333333333333333,62.6666666666667
186,נעורים,נעורים,92.82867430717543,0,NA,NA,no_red_alert,2015,0.0379746835443038,Party_habait_hayehudi,TRUE,2015,1750,נעורים,NE'URIM,1,יהודי,250,180,70,10,190,10,40,0,0.336410551576955,743.139591871012,0,57.6666666666667
187,כפר הס,כפרהס,82.66147006521327,1,227,5,temporal_distance > 149,2006,0.0071301247771836,Party_habait_hayehudi,FALSE,2006,1765,כפר הס,KEFAR HESS,1,NA,1129,NA,NA,NA,NA,NA,NA,NA,3.09821520144953,364.403350507023,NA,61
187,כפר הס,כפרהס,82.66147006521327,1,227,5,temporal_distance > 149,2009,0.0062015503875969,Party_habait_hayehudi,FALSE,2009,1770,כפר הס,KEFAR HESS,1,NA,1496,NA,NA,NA,NA,NA,NA,NA,3.09821520144953,482.858646907446,NA,59
187,כפר הס,כפרהס,82.66147006521327,1,227,5,temporal_distance > 149,2013,0.0224403927068724,Party_habait_hayehudi,FALSE,2013,1768,כפר הס,KEFAR HESS,1,יהודי,1550,790,760,450,160,140,670,140,3.09821520144953,500.288036568544,0.0903225806451613,63
187,כפר הס,כפרהס,82.66147006521327,1,227,5,temporal_distance > 149,2015,0.0159574468085106,Party_habait_hayehudi,TRUE,2015,1772,כפר הס,KEFAR HESS,1,יהודי,1580,800,780,440,160,170,680,140,3.09821520144953,509.971030824709,0.0886075949367089,62.5
189,כפר פינס,כפרפינס,109.1648158014004,0,NA,NA,no_red_alert,2006,0.735042735042735,Party_habait_hayehudi,FALSE,2006,1797,כפר פינס,KEFAR PINES,1,NA,976,NA,NA,NA,NA,NA,NA,NA,0.910340591453649,1072.12620107547,NA,59
189,כפר פינס,כפרפינס,109.1648158014004,0,NA,NA,no_red_alert,2009,0.694980694980695,Party_habait_hayehudi,FALSE,2009,1802,כפר פינס,KEFAR PINES,1,NA,809,NA,NA,NA,NA,NA,NA,NA,0.910340591453649,888.678377735715,NA,56
189,כפר פינס,כפרפינס,109.1648158014004,0,NA,NA,no_red_alert,2013,0.697594501718213,Party_habait_hayehudi,FALSE,2013,1806,כפר פינס,KEFAR PINES,1,יהודי,960,270,690,200,420,90,180,60,0.910340591453649,1054.55036171358,0.0625,62
189,כפר פינס,כפרפינס,109.1648158014004,0,NA,NA,no_red_alert,2015,0.592592592592593,Party_habait_hayehudi,TRUE,2015,1798,כפר פינס,KEFAR PINES,1,יהודי,990,270,730,210,470,70,180,70,0.910340591453649,1087.50506051713,0.0707070707070707,61
190,כפר ויתקין,כפרויתקין,93.93397625345249,0,NA,NA,no_red_alert,2006,0.00454029511918275,Party_habait_hayehudi,FALSE,2006,1814,כפר ויתקין,KEFAR VITKIN,1,NA,1711,NA,NA,NA,NA,NA,NA,NA,1.97916898674175,864.504249744119,NA,61
190,כפר ויתקין,כפרויתקין,93.93397625345249,0,NA,NA,no_red_alert,2009,0.00443458980044346,Party_habait_hayehudi,FALSE,2009,1811,כפר ויתקין,KEFAR VITKIN,1,NA,1991,NA,NA,NA,NA,NA,NA,NA,1.97916898674175,1005.97776811253,NA,59
190,כפר ויתקין,כפרויתקין,93.93397625345249,0,NA,NA,no_red_alert,2013,0.0320452403393025,Party_habait_hayehudi,FALSE,2013,1810,כפר ויתקין,KEFAR VITKIN,1,יהודי,2020,1020,1000,580,160,200,880,210,1.97916898674175,1020.63038251497,0.103960396039604,63
190,כפר ויתקין,כפרויתקין,93.93397625345249,0,NA,NA,no_red_alert,2015,0.0194085027726433,Party_habait_hayehudi,TRUE,2015,1808,כפר ויתקין,KEFAR VITKIN,1,יהודי,2020,1010,1010,550,160,200,890,210,1.97916898674175,1020.63038251497,0.103960396039604,58.6666666666667
191,הדר עם,הדרעם,91.795800237491,0,NA,NA,no_red_alert,2006,0.0140845070422535,Party_habait_hayehudi,FALSE,2006,1829,הדר עם,HADAR AM,1,NA,494,NA,NA,NA,NA,NA,NA,NA,0.401404417849883,1230.67903100346,NA,61
191,הדר עם,הדרעם,91.795800237491,0,NA,NA,no_red_alert,2009,0.017064846416382298,Party_habait_hayehudi,FALSE,2009,1836,הדר עם,HADAR AM,1,NA,461,NA,NA,NA,NA,NA,NA,NA,0.401404417849883,1148.46767872995,NA,59
191,הדר עם,הדרעם,91.795800237491,0,NA,NA,no_red_alert,2013,0.0253521126760563,Party_habait_hayehudi,FALSE,2013,1825,הדר עם,HADAR AM,1,יהודי,530,280,250,160,30,60,230,50,0.401404417849883,1320.36414257456,0.0943396226415094,63
191,הדר עם,הדרעם,91.795800237491,0,NA,NA,no_red_alert,2015,0.0292553191489362,Party_habait_hayehudi,TRUE,2015,1824,הדר עם,HADAR AM,1,יהודי,600,310,290,200,40,50,250,60,0.401404417849883,1494.75185951837,0.1,61
192,כפר החורש,כפרהחורש,142.8669008385307,1,6,1,temporal_distance == 6,2006,0.0110294117647059,Party_habait_hayehudi,FALSE,2006,1845,כפר החורש,KEFAR HAHORESH,1,NA,423,NA,NA,NA,NA,NA,NA,NA,0.569659758042155,742.548502028289,NA,61
192,כפר החורש,כפרהחורש,142.8669008385307,1,6,1,temporal_distance == 6,2009,0.00677966101694915,Party_habait_hayehudi,FALSE,2009,1846,כפר החורש,KEFAR HAHORESH,1,NA,545,NA,NA,NA,NA,NA,NA,NA,0.569659758042155,956.711426963163,NA,59
192,כפר החורש,כפרהחורש,142.8669008385307,1,6,1,temporal_distance == 6,2013,0.0247678018575851,Party_habait_hayehudi,FALSE,2013,1838,כפר החורש,KEFAR HAHORESH,1,יהודי,570,290,290,140,20,90,250,70,0.569659758042155,1000.5972722367,0.12280701754386,62.75
192,כפר החורש,כפרהחורש,142.8669008385307,1,6,1,temporal_distance == 6,2015,0.0211480362537764,Party_habait_hayehudi,TRUE,2015,1848,כפר החורש,KEFAR HAHORESH,1,יהודי,610,290,320,160,20,80,270,80,0.569659758042155,1070.81462467437,0.131147540983607,61.5
193,כפר חיים,כפרחיים,92.50762074692584,0,NA,NA,no_red_alert,2006,0,Party_habait_hayehudi,FALSE,2006,1857,כפר חיים,KEFAR HAYYIM,1,NA,500,NA,NA,NA,NA,NA,NA,NA,2.0892567281777,239.319559562272,NA,61
193,כפר חיים,כפרחיים,92.50762074692584,0,NA,NA,no_red_alert,2009,0.0126582278481013,Party_habait_hayehudi,FALSE,2009,1864,כפר חיים,KEFAR HAYYIM,1,NA,606,NA,NA,NA,NA,NA,NA,NA,2.0892567281777,290.055306189474,NA,59
193,כפר חיים,כפרחיים,92.50762074692584,0,NA,NA,no_red_alert,2013,0.024024024024024,Party_habait_hayehudi,FALSE,2013,1863,כפר חיים,KEFAR HAYYIM,1,יהודי,590,310,290,160,30,60,250,100,2.0892567281777,282.397080283481,0.169491525423729,62
193,כפר חיים,כפרחיים,92.50762074692584,0,NA,NA,no_red_alert,2015,0.0368098159509202,Party_habait_hayehudi,TRUE,2015,1862,כפר חיים,KEFAR HAYYIM,1,יהודי,600,300,300,160,40,50,250,100,2.0892567281777,287.183471474726,0.166666666666667,60.3333333333333
194,משמר השרון,משמרהשרון,92.83330015459968,0,NA,NA,no_red_alert,2006,0,Party_habait_hayehudi,FALSE,2006,1879,משמר השרון,MISHMAR HASHARON,1,NA,459,NA,NA,NA,NA,NA,NA,NA,0.299826760087123,1530.88403405562,NA,61
194,משמר השרון,משמרהשרון,92.83330015459968,0,NA,NA,no_red_alert,2009,0.00346020761245675,Party_habait_hayehudi,FALSE,2009,1875,משמר השרון,MISHMAR HASHARON,1,NA,434,NA,NA,NA,NA,NA,NA,NA,0.299826760087123,1447.50255071925,NA,59
194,משמר השרון,משמרהשרון,92.83330015459968,0,NA,NA,no_red_alert,2013,0.00611620795107034,Party_habait_hayehudi,FALSE,2013,1882,משמר השרון,MISHMAR HASHARON,1,יהודי,520,270,250,130,20,70,220,80,0.299826760087123,1734.33485339634,0.153846153846154,62.5
194,משמר השרון,משמרהשרון,92.83330015459968,0,NA,NA,no_red_alert,2015,0.00872093023255814,Party_habait_hayehudi,TRUE,2015,1873,משמר השרון,MISHMAR HASHARON,1,יהודי,560,280,280,150,30,50,240,90,0.299826760087123,1867.74522673452,0.160714285714286,60.5
195,קדימה-צורן,קדימהצורן,83.91794237284721,1,227,5,temporal_distance > 149,2006,NA,Party_habait_hayehudi,FALSE,2006,1891,צורן-קדימה*,ZORAN-QADIMA,1,NA,16634,NA,NA,NA,NA,NA,NA,NA,10.2494620251371,1622.91444752951,NA,61
195,קדימה-צורן,קדימהצורן,83.91794237284721,1,227,5,temporal_distance > 149,2009,0.0322238429916457,Party_habait_hayehudi,FALSE,2009,1897,קדימה-צורן,QADIMA-ZORAN,1,NA,16751,NA,NA,NA,NA,NA,NA,NA,10.2494620251371,1634.32968080839,NA,59
195,קדימה-צורן,קדימהצורן,83.91794237284721,1,227,5,temporal_distance > 149,2013,0.062222727789785,Party_habait_hayehudi,FALSE,2013,1895,קדימה-צורן,QADIMA-ZORAN,1,יהודי,18620,9320,9320,5360,1740,2320,8100,1120,10.2494620251371,1816.68071498133,0.0601503759398496,63
195,קדימה-צורן,קדימהצורן,83.91794237284721,1,227,5,temporal_distance > 149,2015,0.0493526720529543,Party_habait_hayehudi,TRUE,2015,1884,קדימה-צורן,QADIMA-ZORAN,1,יהודי,20510,10260,10250,5860,1860,2530,8990,1290,10.2494620251371,2001.08063717868,0.0628961482203803,62.5
197,מעברות,מעברות,93.41371525363986,0,NA,NA,no_red_alert,2006,0.00959692898272553,Party_habait_hayehudi,FALSE,2006,1920,מעברות,MA'BAROT,1,NA,808,NA,NA,NA,NA,NA,NA,NA,0.359669428552673,2246.50730881251,NA,61
197,מעברות,מעברות,93.41371525363986,0,NA,NA,no_red_alert,2009,0.00910746812386157,Party_habait_hayehudi,FALSE,2009,1916,מעברות,MA'BAROT,1,NA,918,NA,NA,NA,NA,NA,NA,NA,0.359669428552673,2552.34369986372,NA,59
197,מעברות,מעברות,93.41371525363986,0,NA,NA,no_red_alert,2013,0.00353356890459364,Party_habait_hayehudi,FALSE,2013,1922,מעברות,MA'BAROT,1,יהודי,920,460,460,200,40,120,390,170,0.359669428552673,2557.9043615192,0.184782608695652,62
197,מעברות,מעברות,93.41371525363986,0,NA,NA,no_red_alert,2015,0.0103270223752151,Party_habait_hayehudi,TRUE,2015,1927,מעברות,MA'BAROT,1,יהודי,960,480,490,230,40,100,400,190,0.359669428552673,2669.11759462873,0.197916666666667,59.75
198,צופית,צופית,77.39779464193187,0,NA,NA,no_red_alert,2006,0.00631578947368421,Party_habait_hayehudi,FALSE,2006,1929,צופית,ZOFIT,1,NA,890,NA,NA,NA,NA,NA,NA,NA,0.884876517210462,1005.79005396786,NA,61
198,צופית,צופית,77.39779464193187,0,NA,NA,no_red_alert,2009,0.0072992700729927,Party_habait_hayehudi,FALSE,2009,1934,צופית,ZOFIT,1,NA,1237,NA,NA,NA,NA,NA,NA,NA,0.884876517210462,1397.9351648969,NA,59
198,צופית,צופית,77.39779464193187,0,NA,NA,no_red_alert,2013,0.0458404074702886,Party_habait_hayehudi,FALSE,2013,1942,צופית,ZOFIT,1,יהודי,1300,660,640,400,100,90,570,150,0.884876517210462,1469.13153950361,0.115384615384615,63
198,צופית,צופית,77.39779464193187,0,NA,NA,no_red_alert,2015,0.0283333333333333,Party_habait_hayehudi,TRUE,2015,1939,צופית,ZOFIT,1,יהודי,1300,650,650,380,100,100,570,150,0.884876517210462,1469.13153950361,0.115384615384615,63
200,בית ינאי,ביתינאי,93.6650553669118,0,NA,NA,no_red_alert,2006,0.00515463917525773,Party_habait_hayehudi,FALSE,2006,1967,בית ינאי,BET YANNAY,1,NA,399,NA,NA,NA,NA,NA,NA,NA,0.24738032191889,1612.90112691673,NA,60.5
200,בית ינאי,ביתינאי,93.6650553669118,0,NA,NA,no_red_alert,2009,0.00537634408602151,Party_habait_hayehudi,FALSE,2009,1960,בית ינאי,BET YANNAY,1,NA,392,NA,NA,NA,NA,NA,NA,NA,0.24738032191889,1584.60461591819,NA,57
200,בית ינאי,ביתינאי,93.6650553669118,0,NA,NA,no_red_alert,2013,0.00442477876106195,Party_habait_hayehudi,FALSE,2013,1971,בית ינאי,BET YANNAY,1,יהודי,430,210,220,110,30,40,190,50,0.24738032191889,1738.21424705311,0.116279069767442,62
200,בית ינאי,ביתינאי,93.6650553669118,0,NA,NA,no_red_alert,2015,0.027027027027027,Party_habait_hayehudi,TRUE,2015,1969,בית ינאי,BET YANNAY,1,יהודי,420,210,210,100,30,50,190,50,0.24738032191889,1697.79065991234,0.119047619047619,55.75
204,אלישיב,אלישיב,95.2812814389502,0,NA,NA,no_red_alert,2006,0.121323529411765,Party_habait_hayehudi,FALSE,2006,1993,אלישיב,ELYASHIV,1,NA,487,NA,NA,NA,NA,NA,NA,NA,0.423481817360987,1149.99034205256,NA,61
204,אלישיב,אלישיב,95.2812814389502,0,NA,NA,no_red_alert,2009,0.0836120401337793,Party_habait_hayehudi,FALSE,2009,1998,אלישיב,ELYASHIV,1,NA,577,NA,NA,NA,NA,NA,NA,NA,0.423481817360987,1362.5142245674,NA,58.75
204,אלישיב,אלישיב,95.2812814389502,0,NA,NA,no_red_alert,2013,0.139130434782609,Party_habait_hayehudi,FALSE,2013,2000,אלישיב,ELYASHIV,1,יהודי,690,350,330,210,30,80,300,70,0.423481817360987,1629.34976594715,0.101449275362319,63
204,אלישיב,אלישיב,95.2812814389502,0,NA,NA,no_red_alert,2015,0.0930232558139535,Party_habait_hayehudi,TRUE,2015,1995,אלישיב,ELYASHIV,1,יהודי,730,370,350,230,30,70,310,80,0.423481817360987,1723.80482484264,0.10958904109589,60
205,חגלה,חגלה,96.23702306846808,0,NA,NA,no_red_alert,2006,0.0263157894736842,Party_habait_hayehudi,FALSE,2006,2012,חגלה,HOGLA,1,NA,574,NA,NA,NA,NA,NA,NA,NA,0.764623743042193,750.696019085463,NA,57
205,חגלה,חגלה,96.23702306846808,0,NA,NA,no_red_alert,2009,0.0185185185185185,Party_habait_hayehudi,FALSE,2009,2010,חגלה,HOGLA,1,NA,755,NA,NA,NA,NA,NA,NA,NA,0.764623743042193,987.413753326697,NA,57
205,חגלה,חגלה,96.23702306846808,0,NA,NA,no_red_alert,2013,0.0420168067226891,Party_habait_hayehudi,FALSE,2013,2017,חגלה,HOGLA,1,יהודי,830,390,440,310,60,40,340,80,0.764623743042193,1085.50121226644,0.0963855421686747,60
205,חגלה,חגלה,96.23702306846808,0,NA,NA,no_red_alert,2015,0.0317460317460317,Party_habait_hayehudi,TRUE,2015,2005,חגלה,HOGLA,1,יהודי,830,390,440,300,70,50,340,80,0.764623743042193,1085.50121226644,0.0963855421686747,59
213,משמרות,משמרות,108.8387951231844,0,NA,NA,no_red_alert,2006,0.00671140939597315,Party_habait_hayehudi,FALSE,2006,2085,משמרות,MISHMAROT,1,NA,258,NA,NA,NA,NA,NA,NA,NA,0.43177195668382,597.537649229335,NA,60
213,משמרות,משמרות,108.8387951231844,0,NA,NA,no_red_alert,2009,0.00564971751412429,Party_habait_hayehudi,FALSE,2009,2089,משמרות,MISHMAROT,1,NA,304,NA,NA,NA,NA,NA,NA,NA,0.43177195668382,704.075369634565,NA,57.3333333333333
213,משמרות,משמרות,108.8387951231844,0,NA,NA,no_red_alert,2013,0.0171673819742489,Party_habait_hayehudi,FALSE,2013,2088,משמרות,MISHMAROT,1,יהודי,590,290,300,200,30,50,260,50,0.43177195668382,1366.46206606708,0.0847457627118644,62.6666666666667
213,משמרות,משמרות,108.8387951231844,0,NA,NA,no_red_alert,2015,0.0273972602739726,Party_habait_hayehudi,TRUE,2015,2087,משמרות,MISHMAROT,1,יהודי,800,390,410,300,30,60,350,60,0.43177195668382,1852.82992009096,0.075,61.6666666666667
